,ward,total_households,total_individuals,target,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,dw_12,dw_13,psa_00,psa_01,psa_02,psa_03,psa_04,stv_00,stv_01,car_00,car_01,lln_00,lln_01,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_13,lan_14,pg_00,pg_01,pg_02,pg_03,pg_04,lgt_00,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,pw_07,pw_08,ADM4_PCODE,lat,lon,NL,source,city
1098,54304001: Ward 1,1720.51593,7693.20246,30.3435871123,0.1775519974,0.6466394298,0.1292763793,0.0012536472,0.0007263461,0.0,0.0335778582,0.0016715974,0.0019390753,0.0,0.0,0.0073636691,0.0,0.0,0.3617445965,0.4574249954,0.0001460484,0.0395956809,0.1410886787,0.048557365,0.951442635,0.081611392,0.918388608,0.0408225921,0.9591774079,0.0029200687,0.0227169259,0.0130382075,0.0123775918,0.9293069755,0.0020052443,0.0015698885,0.0053210676,0.0012716421,0.0,0.0001583541,0.0001583541,0.0003167082,0.0,0.0088389719,0.979781286,0.0028391402,0.0018596625,0.0147928825,0.0007270288,0.1291982865,0.0736592424,0.1063140927,0.1532683746,0.1321892381,0.1570902223,0.0278218639,0.349656966,0.0,0.0,ZA5434001,-30.1788156421,29.9312494461,2.0273216038,train,Ubuhlebezwe Local Municipality
1099,54304002: Ward 2,1558.99463,5694.37893,20.9063163996,0.5258916832,0.2577502207,0.0330263229,0.001154462,0.0023089239,0.0019560619,0.0113523162,0.0572159379,0.0911216609,0.0099495083,0.0030354755,0.0052374266,0.0,0.0,0.2457575123,0.5605007867,0.0,0.0359039541,0.1578377468,0.3093039775,0.6906960225,0.3452140499,0.6547859501,0.1603039261,0.8396960739,0.0184557405,0.137613738,0.0080231542,0.04865535,0.6751245811,0.0024123878,0.0147083696,0.0077904791,0.0029814981,0.0007123165,0.0004507515,0.0003947296,0.0122565816,0.0,0.0704203224,0.8382516318,0.0512377651,0.0400537447,0.0636201076,0.0068367509,0.7317182228,0.5001765208,0.0822742795,0.2514339001,0.0392972681,0.006411074,0.0045023632,0.1159045942,0.0,0.0,ZA5434002,-30.1597413362,30.009625101,2.461888076,train,Ubuhlebezwe Local Municipality
1100,54304003: Ward 3,1973.5646,9136.13577,40.8319920209,0.0769742576,0.8722716095,0.0097164694,0.0005453128,0.0047406454,0.0017284005,0.0026110876,0.0247718519,0.0014595469,0.0009119539,0.0,0.0042688646,0.0,0.0,0.4240194101,0.3529511208,0.0003935712,0.0756906757,0.1469452221,0.0218941148,0.9781058852,0.0819759536,0.9180240464,0.0104155699,0.9895844301,0.0026295351,0.0092383544,0.0072863464,0.0019145917,0.9612926166,0.0015186497,0.0007887087,0.0106388633,0.0038901239,0.0,0.0,0.0004016414,0.0004005687,0.0,0.0,0.9988194407,0.0,0.0,0.0006672569,0.0005133024,0.3505839738,0.0165249924,0.0144717584,0.0824032667,0.0210144983,0.0698638747,0.0728453328,0.7228762768,0.0,0.0,ZA5434003,-30.0484740059,30.0967551046,0.9028486769,train,Ingwe Local Municipality
1101,54304004: Ward 4,3783.05108,11326.61569,30.0348149145,0.4511372022,0.1108804246,0.0298344584,0.0017129322,0.0,0.0003694558,0.002980462,0.1651234907,0.2313311667,0.0011137571,0.0,0.0055166503,0.0,0.0,0.3601940555,0.4766689096,0.000639092,0.0376052884,0.1248926545,0.1448028743,0.8551971257,0.1238694456,0.8761305544,0.0455353037,0.9544646963,0.0035621567,0.0691771657,0.0111769882,0.0634332858,0.7910369006,0.0014355947,0.0222580908,0.0057091934,0.0099898498,0.0,0.0001072015,0.0,0.0050740611,0.0,0.0170395116,0.9477983948,0.0418023991,0.0032669697,0.004657935,0.0024743013,0.5010335123,0.3627705947,0.1092167436,0.2417115684,0.1068939677,0.0289466327,0.0477905918,0.102669901,0.0,0.0,ZA5434004,-30.1173081957,30.1381132968,1.7515801205,train,Ubuhlebezwe Local Municipality
1102,54304005: Ward 5,1807.80086,8682.82125,44.5156503576,0.1589555887,0.8243034136,0.0123290626,0.0,0.0,0.0,0.0011317065,0.0015933779,0.0,0.0,0.0,0.0016868506,0.0,0.0,0.3529181152,0.421677908,0.0008061896,0.0739075378,0.1506902494,0.0151719642,0.9848280358,0.0688933349,0.9311066651,0.0132453029,0.9867546971,0.0009419876,0.0080413495,0.0083778541,0.0014324492,0.9695427635,0.0031037654,0.0008001524,0.0057224776,0.0016162834,0.0002806116,0.0001403058,0.0,0.0,0.0,0.0,0.99868497,0.0002541421,0.0005195408,0.0004010413,0.0001403058,0.1406240951,0.0373957229,0.0271642752,0.1442726717,0.0098387551,0.0095369465,0.0503159347,0.721475694,0.0,0.0,ZA5434005,-30.1624651025,30.3746565088,1.459557692,train,Ubuhlebezwe Local Municipality
1103,54304006: Ward 6,1513.93892,7579.91956,39.898494716,0.2278950395,0.7485032884,0.0194518217,0.0,0.0,0.0,0.0019026593,0.0007108675,0.000825456,0.0,0.0,0.0007108675,0.0,0.0,0.3853843826,0.4604596582,0.0004671817,0.0177190627,0.1359697147,0.0400348054,0.9599651946,0.1496717648,0.8503282352,0.0371148989,0.9628851011,0.0035341628,0.012712346,0.0196561281,0.0023236157,0.9467663216,0.0024806583,0.0021927621,0.0059764275,0.0024622055,0.0006201148,0.0001502127,0.0,0.0011250449,0.0,0.0,0.9967447359,0.0007683459,0.0007598194,0.0009234953,0.0008036035,0.9063129773,0.0232349797,0.0061739413,0.0337017427,0.1943534948,0.0558047811,0.0014276798,0.6853033807,0.0,0.0,ZA5434006,-30.3239619653,30.2554322387,3.7096882775,train,Ubuhlebezwe Local Municipality
1104,54304007: Ward 7,1513.1765,7303.21536,42.9222354431,0.1468696282,0.8346578473,0.0066582187,0.0,0.0,0.0021014535,0.0021014535,0.0015370976,0.0014283991,0.0,0.0011894184,0.0034564838,0.0,0.0,0.435355802,0.3145270072,0.0007792855,0.1000428762,0.1492950291,0.0797748445,0.9202251555,0.1171735749,0.8828264251,0.0323536745,0.9676463255,0.002999535,0.0130049403,0.0160051134,0.0279021677,0.9150357165,0.0019044338,0.0014378229,0.0038159767,0.0158044484,0.0003157842,0.0003180722,0.0,0.0014559888,0.0,0.0,0.9940502097,0.0008036789,0.0019126124,0.0022393794,0.0009941197,0.6962793369,0.0867815156,0.5163147723,0.251173951,0.0482760669,0.0075260024,0.0020152904,0.0879124015,0.0,0.0,ZA5434007,-30.247202718,30.3616137977,3.01181725,train,Ubuhlebezwe Local Municipality
1105,54304008: Ward 8,2537.7534,11645.6991,42.5243626902,0.1711266469,0.8012248432,0.009653763,0.0,0.0004030928,0.0,0.0076911295,0.0042532895,0.0030955254,0.00070921,0.0,0.0018424997,0.0,0.0,0.3759971825,0.4509072521,0.0006921311,0.0309714786,0.1414319558,0.063184445,0.936815555,0.108322826,0.891677174,0.0294901624,0.9705098376,0.0022105783,0.0349660889,0.0144228456,0.0009866072,0.932905718,0.0013245568,0.0018215076,0.0080518472,0.0026073514,0.0,0.0004936801,0.0001046094,0.0001046094,0.0,0.0,0.9727577523,0.0238152315,0.0021264589,0.0005015989,0.0007989585,0.5906597859,0.0321466105,0.0803262484,0.3469211193,0.0789854798,0.0403687726,0.0146632372,0.4065885322,0.0,0.0,ZA5434008,-30.3116527079,30.3082493175,3.9223688832,train,Ubuhlebezwe Local Municipality
1106,54304009: Ward 9,1712.85404,6752.93497,35.1168667004,0.3815765703,0.4414310574,0.0212908801,0.0026853426,0.0029046083,0.0,0.0105465087,0.0034880906,0.1139603641,0.0019780845,0.0072318888,0.0129066047,0.0,0.0,0.3150449959,0.4981115981,0.0003239762,0.049675217,0.1368442128,0.0639219557,0.9360780443,0.1105712545,0.8894287455,0.0517146575,0.9482853425,0.0092253161,0.0490716009,0.0125578375,0.0113316196,0.8861372939,0.0018875156,0.0011797344,0.0088628012,0.0031274609,0.0015840076,0.0,0.0004525736,0.0040682918,0.0,0.0105139469,0.950045965,0.009194799,0.0053701198,0.033969837,0.0014192792,0.5265228087,0.1280259292,0.1008517924,0.5068714144,0.1151297398,0.043462349,0.011062729,0.0945960463,0.0,0.0,ZA5434009,-30.0833215348,30.254539462,0.2391645752,train,Ubuhlebezwe Local Municipality
1107,54304010: Ward 10,1684.20148,8129.24591,37.086479107,0.3650340576,0.6081325792,0.0072196588,0.0013836824,0.0006073798,0.0012806781,0.0124258767,0.00128335,0.000641675,0.0,0.000641675,0.0013493872,0.0,0.0,0.4696807985,0.3326245632,0.0005640289,0.0559198793,0.1412107301,0.0345724313,0.9654275687,0.1032146047,0.8967853953,0.0283119749,0.9716880251,0.0035441971,0.008564327,0.0140940822,0.0019206825,0.9616727771,0.0021424902,0.000873033,0.0042760252,0.0018988981,0.0001498601,0.0002758325,0.0,0.000587795,0.0,0.0,0.9958831815,0.0021680683,0.0005604616,0.0012523966,0.0001358921,0.7674337574,0.0095831408,0.0183165437,0.4016075856,0.205234768,0.0738810062,0.0510123231,0.2403646326,0.0,0.0,ZA5434010,-30.3713087414,30.1919279036,4.1692305443,train,Umzumbe Local Municipality
1108,54304011: Ward 11,1675.42611,7741.91499,32.9724406647,0.1738073546,0.7695660658,0.0449944403,0.0019006329,0.002540297,0.0006450359,0.001820128,0.0012211222,0.0016847953,0.0007458938,0.0,0.0010742342,0.0,0.0,0.3895792997,0.4558073415,0.0,0.0162349341,0.1383784246,0.064512096,0.935487904,0.1273177186,0.8726822814,0.0587215153,0.9412784847,0.0028851195,0.016407137,0.0141171597,0.0043002655,0.9469481607,0.0048537888,0.0007669356,0.0053949688,0.002249149,0.0003147154,0.0003000485,0.0001573577,0.0001426908,0.0,0.0011625031,0.9963618962,0.0009234369,0.0017968745,0.0009177923,0.0,0.7391639432,0.0079199673,0.0213818859,0.5565784157,0.3136580699,0.0656412953,0.0031508581,0.0316695076,0.0,0.0,ZA5434011,-30.2452209677,30.0656331589,3.0620025505,train,Ubuhlebezwe Local Municipality
1109,54304012: Ward 12,2005.48295,10004.72129,38.2246505761,0.1276081504,0.7827786469,0.0077788445,0.0008974397,0.0,0.0012462734,0.0749988924,0.0005100766,0.0005100766,0.0,0.0,0.0036715994,0.0,0.0,0.3947195165,0.4248087035,0.0002321854,0.0297349523,0.1505046424,0.0397794606,0.9602205394,0.1176860267,0.8823139733,0.0258145152,0.9741854848,0.0043481361,0.0132425978,0.0134091212,0.0097351597,0.9437383308,0.0016586199,0.0006845108,0.0033660978,0.0095738909,0.0,0.0,0.0,0.000243535,0.0,0.0,0.9971867302,0.00071168,0.0002340725,0.0016239823,0.000243535,0.5417921703,0.0183023695,0.0162218682,0.1277416644,0.1506628316,0.0142170443,0.0,0.672854222,0.0,0.0,ZA5434012,-30.2938558521,30.1053788947,2.6543916397,train,Ubuhlebezwe Local Municipality
1110,54305001: Ward 1,2204.75144,9601.48624,44.6546096824,0.2010344259,0.7063232352,0.0498021491,0.0094834364,0.0004901732,0.0,0.0235299041,0.003088203,0.0004881321,0.0,0.0,0.0057603409,0.0,0.0,0.400295061,0.4223069615,0.0,0.0265159709,0.1508820066,0.0344178798,0.9655821202,0.0909946429,0.9090053571,0.0170184944,0.9829815056,0.0043874447,0.0107164847,0.0123004165,0.2583545357,0.6349017452,0.0030301048,0.0253884694,0.0079353913,0.0039690991,0.0,0.0006162515,0.0025605963,0.0358394608,0.0,0.0,0.9980478678,0.000846872,0.0007452075,0.0003600526,0.0,0.0024730724,0.0159637905,0.0441457065,0.4939240543,0.201768749,0.0941660662,0.0420725703,0.1079590632,0.0,0.0,ZA5435001,-30.0642554713,29.5213980365,0.1135920194,train,Umzimkhulu Local Municipality
1111,54305002: Ward 2,2397.76019,9347.8311,38.5046404495,0.3408651388,0.5906541054,0.0229662125,0.018373151,0.0,0.0007506172,0.0035216366,0.0025436155,0.0021472748,0.0,0.0,0.0181782483,0.0,0.0,0.4297441703,0.3837096575,0.0005941442,0.0303447556,0.1556072724,0.0341425762,0.9658574238,0.0855565168,0.9144434832,0.0087460289,0.9912539711,0.0023843424,0.0122573214,0.0072396708,0.4481326861,0.5050353434,0.00239234,0.0015165839,0.0019995419,0.0069568191,0.0001303243,0.0002606487,0.0002611729,0.0114332051,0.0,0.0,0.9964617899,0.0004861705,0.0013833391,0.000892545,0.0007761554,0.7110189656,0.0729763722,0.0712535685,0.5344149241,0.269144793,0.0151353543,0.00329847,0.0337765179,0.0,0.0,ZA5435002,-30.1129517515,29.6783041134,2.9297406712,train,Umzimkhulu Local Municipality
1112,54305003: Ward 3,1923.18968,7445.33605,40.8697295006,0.1178294592,0.7939092986,0.0321071086,0.0114336772,0.0016534355,0.0,0.0368248024,0.0006498007,0.0030810793,0.0,0.0,0.0025113384,0.0,0.0,0.3925184371,0.4232415634,0.0,0.0342904213,0.1499495782,0.0153402081,0.9846597919,0.090559159,0.909440841,0.0132445074,0.9867554926,0.0032757769,0.009359325,0.0074896136,0.2879049697,0.638025604,0.0032538249,0.0042483885,0.0021738898,0.0026245478,0.0001636259,0.0004729095,0.0007908213,0.0375304577,0.0,0.0026862454,0.9950241306,0.0026323956,0.0011092528,0.0010785235,0.0001556975,0.0890237202,0.0639899804,0.2655987162,0.239674747,0.1268744745,0.0153350033,0.0078709033,0.2806561753,0.0,0.0,ZA5435003,-30.1354528923,29.605256868,1.9243286033,train,Umzimkhulu Local Municipality
1113,54305004: Ward 4,1837.23824,8457.34705,39.1663821454,0.0695491185,0.8891963353,0.0194109992,0.0,0.0012684256,0.0,0.0164333451,0.0029653258,0.0005882253,0.0,0.0,0.0005882253,0.0,0.0,0.4283719739,0.3690784878,0.0005466513,0.0417309078,0.1602719791,0.0164857117,0.9835142883,0.0683635346,0.9316364654,0.0140932403,0.9859067597,0.0026210654,0.0138428788,0.0070563511,0.4231420549,0.5305409738,0.0034469261,0.0050155255,0.0023312748,0.0062090499,0.0,0.0001346285,0.0007062723,0.0049529988,0.0,0.0,0.9936030685,0.0031697789,0.0014416223,0.0017855304,0.0,0.4574204269,0.0284248601,0.0489831194,0.4135892142,0.0504037898,0.0029677752,0.0028758001,0.4527554412,0.0,0.0,ZA5435004,-30.1791486119,29.5133547495,0.7087172426,train,Umzimkhulu Local Municipality
1114,54305005: Ward 5,2210.38485,9577.42418,48.9513927857,0.0970325009,0.7725561863,0.0063680721,0.0080985852,0.0004889239,0.0,0.1090311671,0.0,0.0015150529,0.0018685434,0.0,0.0030409682,0.0,0.0,0.3918510509,0.417641905,0.0007266265,0.0302714023,0.1595090153,0.0218192456,0.9781807544,0.0818883237,0.9181116763,0.0162879147,0.9837120853,0.0020836218,0.0140418757,0.0112397507,0.2244110096,0.6002882353,0.001954631,0.0008608557,0.0054400211,0.0038518906,0.0008603441,0.0007315808,0.0028192831,0.1314169004,0.0,0.0,0.9960815487,0.0002361992,0.0011391497,0.0020544741,0.0004886282,0.8358096645,0.0103779711,0.0211231044,0.1593924289,0.0704231483,0.0284466436,0.0019234569,0.7083132469,0.0,0.0,ZA5435005,-30.11351722,29.7791983088,2.6930079156,train,Umzimkhulu Local Municipality
1115,54305006: Ward 6,2378.27914,10500.56244,45.2841914932,0.0779680807,0.8865747736,0.0170831293,0.0,0.0004301219,0.0,0.0146937293,0.0007567657,0.0005254598,0.0,0.0007567657,0.0012111741,0.0,0.0,0.3880816836,0.4318000275,0.0,0.0144159697,0.1657023193,0.0128473145,0.9871526855,0.0921522988,0.9078477012,0.0123967113,0.9876032887,0.0019703668,0.0137206555,0.0058553483,0.3806212032,0.5417781945,0.0010999658,0.0015465657,0.0019057303,0.0032877991,0.0,0.0,0.0,0.0482141707,0.0,0.0,0.9978826239,0.0014363059,0.00045419,0.0,0.0002268802,0.2251651251,0.0161862371,0.0249097505,0.1486225078,0.0303189137,0.0128694733,0.0078501004,0.7592430172,0.0,0.0,ZA5435006,-30.2263766614,29.6889068986,0.0190163646,train,Umzimkhulu Local Municipality
1116,54305007: Ward 7,2046.02149,9109.66271,39.4284939793,0.3350960551,0.638355949,0.0112257716,0.0,0.001054202,0.0005282007,0.0111951708,0.0008796584,0.0006107903,0.0,0.0,0.001054202,0.0,0.0,0.3973674883,0.4379937312,0.0023351721,0.0204143541,0.1418892544,0.0531500478,0.9468499522,0.1247165493,0.8752834507,0.0225621188,0.9774378812,0.0016582118,0.0057534029,0.0063231836,0.367796265,0.5933019083,0.0016679202,0.0019254423,0.0027293008,0.0034633994,0.0001272517,0.000514064,0.0,0.01473965,0.0,0.0,0.9964357133,0.0014269475,0.0008853895,0.0008632197,0.0003887301,0.8403327034,0.0158199951,0.1266888551,0.0694334203,0.0063136483,0.0,0.0039077107,0.7778363706,0.0,0.0,ZA5435007,-30.2024627552,29.8908316967,3.1594810526,train,Umzimkhulu Local Municipality
1117,54305008: Ward 8,2423.29545,9028.02694,31.2920197164,0.2122551668,0.6975275054,0.0744229722,0.0008442635,0.0011868177,0.0,0.0096375124,0.0017741048,0.0007427076,0.0004221318,0.0007427076,0.0004441101,0.0,0.0,0.3947777863,0.4057569627,0.0002399395,0.050073425,0.1491518866,0.0335828469,0.9664171531,0.0759569041,0.9240430959,0.0164355073,0.9835644927,0.0051435746,0.0252938733,0.0058717946,0.5714824207,0.3526012695,0.0028817194,0.0162118059,0.0039064228,0.0140353203,0.0001349409,0.0003855139,0.0001349409,0.0002549106,0.0,0.0016614926,0.9970385478,0.0010354965,0.0012859122,0.0006400435,0.0,0.6146563309,0.1747830996,0.1601626331,0.1323003186,0.0118000758,0.0185260448,0.0089042547,0.4935235734,0.0,0.0,ZA5435008,-30.31800918,29.6211382372,0.75934193,train,Umzimkhulu Local Municipality
1118,54305009: Ward 9,1756.86626,7450.2833,42.1785503468,0.1319352049,0.8481393,0.0105687385,0.0,0.0005822583,0.0,0.0046469331,0.0,0.0,0.0,0.0,0.0041275652,0.0,0.0,0.3851760496,0.4244524084,0.0003142323,0.033898315,0.1561589947,0.0194119671,0.9805880329,0.0949431632,0.9050568368,0.0184179586,0.9815820414,0.0065946392,0.0118840595,0.0053255317,0.6271998516,0.3317790962,0.0015874443,0.0020210708,0.0035988041,0.0073237228,0.0001555941,0.0007861714,0.0001635173,0.0015804969,0.0,0.0,0.9962369176,0.0028115119,0.0008061948,0.0001453757,0.0,0.9068180466,0.0231797781,0.0176818183,0.5031207384,0.0807416155,0.0131565507,0.0057675534,0.3563519457,0.0,0.0,ZA5435009,-30.3266387662,29.8319202604,1.2692764112,train,Umzimkhulu Local Municipality
1119,54305010: Ward 10,2315.18606,10030.48741,38.0696314317,0.2058147499,0.7191984604,0.0202308708,0.0,0.0004667919,0.0,0.0203970518,0.0060460627,0.0063359487,0.0207326749,0.0,0.0007773889,0.0,0.0,0.3992186816,0.4371562069,0.0001120165,0.0161018636,0.1474112313,0.0401255871,0.9598744129,0.1175793621,0.8824206379,0.019730397,0.980269603,0.0042662633,0.0141682626,0.0031927063,0.6640099217,0.3023330349,0.0012113798,0.003681511,0.0014964687,0.0036202259,0.0,0.0002334712,0.0,0.0017867546,0.0,0.0,0.9986699849,0.0003569119,0.0002433979,0.0001214547,0.0006082506,0.6260425134,0.0146483864,0.0568184053,0.2768152034,0.0660290819,0.013220039,0.0062796335,0.5661892505,0.0,0.0,ZA5435010,-30.4470751288,29.6434733316,0.5727672763,train,Umzimkhulu Local Municipality
1120,54305011: Ward 11,1685.69309,7176.8145,37.6813960838,0.3591320707,0.5410777771,0.0626982222,0.0016867661,0.0013797885,0.0006719432,0.0181761853,0.002428117,0.0006411072,0.0,0.0,0.0121080226,0.0,0.0,0.3731622742,0.4462684217,0.0013029555,0.0245202631,0.1547460855,0.1054467157,0.8945532843,0.1539027724,0.8460972276,0.0324338993,0.9675661007,0.0034097579,0.0220356065,0.0078139779,0.5029832219,0.4161891616,0.0034626769,0.0080080097,0.0027640592,0.0080412528,0.0,0.0007091809,0.0003263049,0.0112983943,0.0,0.0129583954,0.9921938124,0.0017531748,0.0013363687,0.0016837596,0.0030328846,0.8323184026,0.0324377257,0.2094969198,0.2184741767,0.0326589818,0.0076046109,0.0006719432,0.498655642,0.0,0.0,ZA5435011,-30.3984457848,29.8653149091,3.4385379141,train,Umzimkhulu Local Municipality
1121,54305012: Ward 12,2346.10696,9782.46696,34.1321475812,0.3057515289,0.6098469185,0.0446159156,0.0032088349,0.0,0.0025275915,0.0279886941,0.001694748,0.0004606397,0.0,0.0009434352,0.0029616936,0.0,0.0,0.3890755344,0.4345346718,0.0002389796,0.0228036405,0.1533471737,0.1274130826,0.8725869174,0.107410721,0.892589279,0.025654572,0.974345428,0.006915132,0.0327088782,0.0050438289,0.649117901,0.2705933218,0.0042099054,0.0019491893,0.0026358791,0.0041914642,0.000124534,0.0003850603,0.0001184998,0.0026861261,0.0,0.0193202799,0.9902031317,0.0047650434,0.000923307,0.0034828505,0.0006256673,0.8218958142,0.0526981685,0.095241101,0.2168034828,0.0578698552,0.0268546154,0.0020979052,0.5484348719,0.0,0.0,ZA5435012,-30.4705144877,29.7991661218,3.2609719358,train,Umzimkhulu Local Municipality
1122,54305013: Ward 13,2465.67542,10814.38532,39.3572293469,0.2906756803,0.6273365616,0.0775963042,0.0004148762,0.0,0.0,0.0018650224,0.0,0.0,0.000729942,0.0,0.0013816133,0.0,0.0,0.4327111844,0.4020659891,0.0005351807,0.0182694581,0.1464181877,0.0708600364,0.9291399636,0.1036620546,0.8963379454,0.0220280454,0.9779719546,0.0024892131,0.0069314092,0.0043263254,0.526457292,0.4406313904,0.0031264902,0.0044502613,0.0011918366,0.0077669426,0.0001126509,0.0004348717,0.0002257549,0.0018555618,0.0,0.0,0.9970401813,0.0003312449,0.0008837035,0.0013122234,0.0004326469,0.8075301777,0.0072913044,0.0099564484,0.5850810282,0.1365613768,0.0391967042,0.0488245042,0.1730886339,0.0,0.0,ZA5435013,-30.4353330998,29.9097542274,4.071884914,train,Umzimkhulu Local Municipality
1123,54305014: Ward 14,2396.17144,10357.88266,41.6864587953,0.1727957328,0.7400880381,0.059137726,0.0009001526,0.0034535342,0.0004510153,0.0056041107,0.008864132,0.0008982746,0.0008760475,0.001272651,0.0056585851,0.0,0.0,0.5107256834,0.2905781624,0.0001045667,0.0420450419,0.1565465456,0.0191487217,0.9808512783,0.075448604,0.924551396,0.0193235381,0.9806764619,0.0025840899,0.0099298605,0.0072710024,0.4727937447,0.4813295384,0.0051801813,0.0008075946,0.0041547864,0.0142370719,0.0002295324,0.0006645132,0.0,0.0008180842,0.0,0.0,0.9979541417,0.0001099259,0.0012522936,0.0001099259,0.0005737128,0.7809085188,0.0102502182,0.0645657433,0.0633853144,0.0483140263,0.0610663484,0.0506061411,0.7018122084,0.0,0.0,ZA5435014,-30.4977005986,29.9619432922,2.9760440556,train,Umzimkhulu Local Municipality
1124,54305015: Ward 15,1484.35085,7496.66897,35.8819183483,0.2187473197,0.7324774193,0.0079424955,0.0007280691,0.0,0.0012125166,0.0310735026,0.0033547796,0.0006736952,0.0,0.0015310666,0.0022591357,0.0,0.0,0.4204129864,0.4048771477,0.0,0.0183795671,0.1563302988,0.0099702035,0.9900297965,0.0668456383,0.9331543617,0.0170343285,0.9829656715,0.0017135184,0.0074793472,0.0088464104,0.1234113169,0.8349263633,0.0024632767,0.0019973431,0.0041768898,0.0140198187,0.0001518808,0.0,0.0,0.0008138348,0.0,0.0,0.9974639883,0.0008046534,0.000947817,0.0007835413,0.0,0.0826076328,0.0078411179,0.0013987327,0.0153589295,0.0368541508,0.0149203674,0.0162016143,0.9074250875,0.0,0.0,ZA5435015,-30.4034677841,30.037024355,0.7094174601,train,Umzimkhulu Local Municipality
1125,54305016: Ward 16,2945.81996,8741.77295,29.9196961107,0.5910776027,0.0840075101,0.0694632607,0.0021981791,0.0034810817,0.0037995839,0.1110349358,0.0275623769,0.071629055,0.0280489002,0.0018329022,0.0058646116,0.0,0.0,0.3781625511,0.4681856385,0.000708052,0.035803498,0.1171402604,0.1856321151,0.8143678849,0.2028690477,0.7971309523,0.0341962956,0.9658037044,0.0134856705,0.0533674625,0.0109895259,0.4084993777,0.4589202011,0.0031223289,0.0087052352,0.0029245692,0.0061559961,0.0006939874,0.0001557499,0.0008653451,0.0148411667,0.0,0.0172733839,0.9464343958,0.0361321395,0.0065628666,0.0015363931,0.0093342049,0.9285833782,0.3238298854,0.6036186543,0.024863125,0.0129382245,0.0022284322,0.0003668622,0.0321548164,0.0,0.0,ZA5435016,-30.265233618,29.9267613812,4.7196661297,train,Umzimkhulu Local Municipality
